detector_name,shape_name,param_name,param_value,keypoint_count,spatial_coverage,response_mean,response_std,response_max,repeatability,runtime_s,error
sift3d,cone,num_octaves,1,8.0,0.078125,-0.8097440078854561,0.09345894634835698,1.056942105293274,1.0,0.044704457992338575,
sift3d,cube,num_octaves,1,14.0,0.21875,-0.3901923724583217,0.7172808207486009,1.0113757848739624,0.9285714285714286,0.21330783299345057,
sift3d,cuboid,num_octaves,1,36.0,0.3125,-0.3068282554546992,0.6110128406359654,1.0112448930740356,0.9722222222222222,0.18084470799658448,
sift3d,cylinder,num_octaves,1,4.0,0.046875,-0.6159663200378418,1.1920928955078125e-07,0.6159664392471313,0.5,0.04302325000753626,
sift3d,pyramid,num_octaves,1,37.0,0.34375,-0.36199782023558746,0.5396588566063764,1.0278677940368652,1.0,0.1396044170105597,
sift3d,sphere,num_octaves,1,0.0,0.0,,,,,0.04981350000889506,
sift3d,torus,num_octaves,1,0.0,0.0,,,,,0.0240955000044778,
sift3d,cone,num_octaves,2,9.0,0.078125,-0.792501774099138,0.10070959917184764,1.056942105293274,1.0,0.04866158300137613,
sift3d,cube,num_octaves,2,14.0,0.21875,-0.3333602803094046,0.6128078375484705,0.8640674352645874,0.9285714285714286,0.18249362499045674,
sift3d,cuboid,num_octaves,2,36.0,0.3125,-0.30606384575366974,0.6094905658146687,1.0087255239486694,0.9722222222222222,0.19556183299573604,
sift3d,cylinder,num_octaves,2,1.0,0.015625,-0.782248854637146,0.0,0.782248854637146,1.0,0.048805875005200505,
sift3d,pyramid,num_octaves,2,37.0,0.34375,-0.36199782023558746,0.5396588566063764,1.0278677940368652,1.0,0.15423770900815725,
sift3d,sphere,num_octaves,2,1.0,0.015625,-1.0310490131378174,0.0,1.0310490131378174,1.0,0.05778487501083873,
sift3d,torus,num_octaves,2,0.0,0.0,,,,,0.024832291004713625,
sift3d,cone,num_octaves,3,9.0,0.078125,-0.792501774099138,0.10070959917184764,1.056942105293274,1.0,0.04757241600600537,
sift3d,cube,num_octaves,3,14.0,0.21875,-0.3333602803094046,0.6128078375484705,0.8640674352645874,0.9285714285714286,0.18247045800671913,
sift3d,cuboid,num_octaves,3,36.0,0.3125,-0.30606384575366974,0.6094905658146687,1.0087255239486694,0.9722222222222222,0.1955485420039622,
sift3d,cylinder,num_octaves,3,1.0,0.015625,-0.782248854637146,0.0,0.782248854637146,1.0,0.048660083004506305,
sift3d,pyramid,num_octaves,3,37.0,0.34375,-0.36199782023558746,0.5396588566063764,1.0278677940368652,1.0,0.14989687499473803,
sift3d,sphere,num_octaves,3,1.0,0.015625,-1.0310490131378174,0.0,1.0310490131378174,1.0,0.05661020799016114,
sift3d,torus,num_octaves,3,0.0,0.0,,,,,0.025187415987602435,
sift3d,cone,num_octaves,4,9.0,0.078125,-0.792501774099138,0.10070959917184764,1.056942105293274,1.0,0.04698220899445005,
sift3d,cube,num_octaves,4,14.0,0.21875,-0.3333602803094046,0.6128078375484705,0.8640674352645874,0.9285714285714286,0.18333312499453314,
sift3d,cuboid,num_octaves,4,36.0,0.3125,-0.30606384575366974,0.6094905658146687,1.0087255239486694,0.9722222222222222,0.19302329199854285,
sift3d,cylinder,num_octaves,4,1.0,0.015625,-0.782248854637146,0.0,0.782248854637146,1.0,0.0484523339982843,
sift3d,pyramid,num_octaves,4,37.0,0.34375,-0.36199782023558746,0.5396588566063764,1.0278677940368652,1.0,0.14951687499706168,
sift3d,sphere,num_octaves,4,1.0,0.015625,-1.0310490131378174,0.0,1.0310490131378174,1.0,0.05618124999455176,
sift3d,torus,num_octaves,4,0.0,0.0,,,,,0.024592000001575798,
sift3d,cone,scales_per_octave,3,0.0,0.0,,,,,0.002387915999861434,
sift3d,cube,scales_per_octave,3,0.0,0.0,,,,,0.002395167000941001,
sift3d,cuboid,scales_per_octave,3,0.0,0.0,,,,,0.0027426669985288754,
sift3d,cylinder,scales_per_octave,3,0.0,0.0,,,,,0.002371542010223493,
sift3d,pyramid,scales_per_octave,3,0.0,0.0,,,,,0.0023713750124443322,
sift3d,sphere,scales_per_octave,3,0.0,0.0,,,,,0.0024054170062299818,
sift3d,torus,scales_per_octave,3,0.0,0.0,,,,,0.002624250002554618,
sift3d,cone,scales_per_octave,4,6.0,0.0625,-0.8191086252530416,0.11439675676686713,1.0552396774291992,1.0,0.026240832987241447,
sift3d,cube,scales_per_octave,4,8.0,0.125,-0.8921881318092346,0.0,0.8921881318092346,1.0,0.09942937499727122,
sift3d,cuboid,scales_per_octave,4,26.0,0.265625,-0.40206274734093594,0.5869307985100894,1.0113849639892578,1.0,0.09922466600255575,
sift3d,cylinder,scales_per_octave,4,1.0,0.015625,-0.8676137924194336,0.0,0.8676137924194336,1.0,0.02608091699949,
sift3d,pyramid,scales_per_octave,4,37.0,0.328125,-0.24215758974487717,0.5700474178830013,1.0089315176010132,0.9459459459459459,0.07785612500447314,
