detector_name,param_name,param_value,keypoint_count,spatial_coverage,response_mean,response_std,response_max,repeatability,runtime_s
sift3d,base_sigma,0.8,66.57142857142857,0.21651785714285715,-0.1145823273036903,0.3571304558120579,0.8836864658764431,0.9672889610389611,0.12298264871060383
sift3d,base_sigma,1.0,55.57142857142857,0.2700892857142857,-0.31034246440445923,0.4429893416773164,0.8682004937103817,0.9833224386854363,0.09411175599962007
sift3d,base_sigma,1.2,47.42857142857143,0.24776785714285715,-0.5280279379713421,0.3394838133152533,0.9397734914507184,0.9965576592082616,0.10653722042791612
sift3d,base_sigma,1.6,14.0,0.140625,-0.6012035980287939,0.3104444765235605,0.9618167877197266,0.9834656084656084,0.1006724642834992
sift3d,base_sigma,2.0,6.428571428571429,0.08928571428571429,-0.5387944289878175,0.41199855313277467,0.9033800601959229,1.0,0.10228944028702765
sift3d,base_sigma,2.5,3.5714285714285716,0.05133928571428571,-0.6824466255449113,0.23277146716604494,0.8917224854230881,1.0,0.0954290534282336
sift3d,extrema_contrast_threshold,0.05,40.285714285714285,0.41294642857142855,-0.06318564798085129,0.31507942152315177,0.8594918442623956,0.9268128405208237,0.38827916071334456
sift3d,extrema_contrast_threshold,0.1,30.0,0.29464285714285715,-0.08430119480686304,0.3529835673529228,0.8594918442623956,0.8982343080648165,0.29875504757261034
sift3d,extrema_contrast_threshold,0.2,19.142857142857142,0.20758928571428573,-0.24598923656619906,0.3571917194681683,0.8594918442623956,0.8917228286663502,0.17872927357010276
sift3d,extrema_contrast_threshold,0.3,14.0,0.140625,-0.6012035980287939,0.3104444765235605,0.9618167877197266,0.9834656084656084,0.10476772028362445
sift3d,extrema_contrast_threshold,0.5,8.0,0.09151785714285714,-0.8567263133153714,0.055234605509021976,0.9618167877197266,1.0,0.04513910714220921
sift3d,extrema_contrast_threshold,0.7,6.285714285714286,0.07366071428571429,-0.9032476336202201,0.03895278040520287,0.9608932336171468,0.9791666666666666,0.01727314271556679
sift3d,extrema_contrast_threshold,1.0,0.14285714285714285,0.002232142857142857,-1.0185025930404663,0.0,1.0185025930404663,1.0,0.004199476284806484
sift3d,num_octaves,1,14.142857142857142,0.14285714285714285,-0.4969457552143813,0.3922823167097178,0.9446794033050537,0.88015873015873,0.09934195228769178
sift3d,num_octaves,2,14.0,0.140625,-0.6012035980287939,0.3104444765235605,0.9618167877197266,0.9834656084656084,0.101768255859497
sift3d,num_octaves,3,14.0,0.140625,-0.6012035980287939,0.3104444765235605,0.9618167877197266,0.9834656084656084,0.10084942828481351
sift3d,num_octaves,4,14.0,0.140625,-0.6012035980287939,0.3104444765235605,0.9618167877197266,0.9834656084656084,0.10029729785414279
sift3d,scales_per_octave,3,0.0,0.0,,,,,0.002471190575826248
sift3d,scales_per_octave,4,11.285714285714286,0.11607142857142858,-0.7080470629554473,0.21189582885999295,0.9767515957355499,0.990990990990991,0.053058416570170915
sift3d,scales_per_octave,5,14.0,0.140625,-0.6012035980287939,0.3104444765235605,0.9618167877197266,0.9834656084656084,0.10129549999796186
sift3d,scales_per_octave,6,15.714285714285714,0.14285714285714285,-0.5957050014228101,0.2867427967891654,0.9332208335399628,0.9962962962962963,0.14982508914545178
sift3d,scales_per_octave,7,14.142857142857142,0.13392857142857142,-0.41537204342497225,0.26953783382632174,0.8650304504803249,0.9718698290126861,0.21108263071593164
