detector_name,shape_name,param_name,param_value,keypoint_count,spatial_coverage,response_mean,response_std,response_max,repeatability,runtime_s,error
harris3d,cone,k,0.001,27.0,0.171875,3.7356831503261955e-05,3.683592534828435e-05,0.00021634339881286083,0.9629629629629629,0.008433262999460567,
harris3d,cube,k,0.001,8.0,0.125,9.192523304724705e-05,0.0,9.192523304724705e-05,1.0,0.005963513001915999,
harris3d,cuboid,k,0.001,8.0,0.125,9.192523304724705e-05,0.0,9.192523304724705e-05,1.0,0.005824500000016997,
harris3d,cylinder,k,0.001,8.0,0.09375,0.0001190594348797368,4.791541927135544e-20,0.00011905943487973685,1.0,0.005920637999224709,
harris3d,pyramid,k,0.001,13.0,0.203125,0.00011059391936223772,4.576265267845705e-05,0.0002160654278187499,1.0,0.006133689999842318,
harris3d,sphere,k,0.001,12.0,0.109375,1.6088663230994907e-05,6.120557938166034e-20,1.6088663230994998e-05,1.0,0.006672226001683157,
harris3d,torus,k,0.001,12.0,0.125,4.91707912950962e-05,3.942749439973231e-06,5.195873616062075e-05,1.0,0.006375359000230674,
harris3d,cone,k,0.0021544346900318843,27.0,0.171875,2.834765481294981e-05,3.673753346920696e-05,0.0002069089299691051,1.0,0.0073467200018058065,
harris3d,cube,k,0.0021544346900318843,8.0,0.125,8.436140190306324e-05,0.0,8.436140190306324e-05,1.0,0.005992944999889005,
harris3d,cuboid,k,0.0021544346900318843,8.0,0.125,8.436140190306324e-05,0.0,8.436140190306324e-05,1.0,0.006156400002510054,
harris3d,cylinder,k,0.0021544346900318843,8.0,0.09375,0.00010999106896844952,4.0657581468206416e-20,0.00010999106896844956,1.0,0.006230540999240475,
harris3d,pyramid,k,0.0021544346900318843,13.0,0.203125,0.00010246307133510424,4.498081433663708e-05,0.00020661712244503984,1.0,0.00614978000157862,
harris3d,sphere,k,0.0021544346900318843,12.0,0.109375,6.158714191783351e-06,5.936486473548906e-20,6.1587141917834355e-06,1.0,0.006138271997770062,
harris3d,torus,k,0.0021544346900318843,12.0,0.125,4.001311243447281e-05,2.794118055382584e-06,4.198885225886964e-05,1.0,0.006371284998749616,
harris3d,cone,k,0.004641588833612777,10.0,0.078125,4.396401736209221e-05,5.1858859686888074e-05,0.0001865829830100928,1.0,0.006165565999253886,
harris3d,cube,k,0.004641588833612777,8.0,0.125,6.806562169649013e-05,0.0,6.806562169649013e-05,1.0,0.006197238999448018,
harris3d,cuboid,k,0.004641588833612777,8.0,0.125,6.806562169649013e-05,0.0,6.806562169649013e-05,1.0,0.0059061770007247105,
harris3d,cylinder,k,0.004641588833612777,8.0,0.09375,9.045386686726964e-05,4.791541927135544e-20,9.045386686726968e-05,1.0,0.005927868998696795,
harris3d,pyramid,k,0.004641588833612777,13.0,0.203125,8.657156068865468e-05,4.210234961585172e-05,0.0001862613655859043,1.0,0.006162001001939643,
harris3d,sphere,k,0.004641588833612777,0.0,0.0,,,,,0.0058213429983879905,
harris3d,torus,k,0.004641588833612777,12.0,0.125,2.0283491416974193e-05,3.1946675436114273e-07,2.050938852534665e-05,1.0,0.006361814001138555,
harris3d,cone,k,0.01,2.0,0.015625,9.4786192869541e-05,4.8005864904307596e-05,0.0001427920577738486,1.0,0.0059021029992436524,
harris3d,cube,k,0.01,8.0,0.125,3.295742751831399e-05,0.0,3.295742751831399e-05,1.0,0.006200802999956068,
harris3d,cuboid,k,0.01,8.0,0.125,3.295742751831399e-05,0.0,3.295742751831399e-05,1.0,0.005928886999754468,
harris3d,cylinder,k,0.01,8.0,0.09375,4.8362240914323825e-05,4.743384504624082e-20,4.836224091432387e-05,1.0,0.005948338002781384,
harris3d,pyramid,k,0.01,13.0,0.203125,5.2334338874932575e-05,3.5975978974183484e-05,0.00014240621686672817,1.0,0.006170759999804432,
harris3d,sphere,k,0.01,0.0,0.0,,,,,0.005752803997893352,
harris3d,torus,k,0.01,8.0,0.125,2.7281319245853864e-09,0.0,2.7281319245853864e-09,1.0,0.005720315999496961,
harris3d,cone,k,0.021544346900318832,1.0,0.015625,4.844736933629147e-05,0.0,4.844736933629147e-05,1.0,0.005733351998060243,
harris3d,cube,k,0.021544346900318832,8.0,0.125,1.0469051230457584e-05,0.0,1.0469051230457584e-05,1.0,0.005956384000455728,
harris3d,cuboid,k,0.021544346900318832,8.0,0.125,1.0469051230457584e-05,0.0,1.0469051230457584e-05,1.0,0.00578590200166218,
harris3d,cylinder,k,0.021544346900318832,0.0,0.0,,,,,0.00561592899975949,
harris3d,pyramid,k,0.021544346900318832,13.0,0.203125,7.376142282740083e-06,1.2705655594810276e-05,4.792316312962787e-05,1.0,0.0060847040003864095,
harris3d,sphere,k,0.021544346900318832,0.0,0.0,,,,,0.005595662998530315,
harris3d,torus,k,0.021544346900318832,0.0,0.0,,,,,0.005602893998002401,
harris3d,cone,k,0.046415888336127774,0.0,0.0,,,,,0.005598921998171136,
harris3d,cube,k,0.046415888336127774,0.0,0.0,,,,,0.005730805998609867,
harris3d,cuboid,k,0.046415888336127774,0.0,0.0,,,,,0.005663591000484303,
harris3d,cylinder,k,0.046415888336127774,0.0,0.0,,,,,0.005546880998736015,
harris3d,pyramid,k,0.046415888336127774,0.0,0.0,,,,,0.0056973000027937815,
harris3d,sphere,k,0.046415888336127774,0.0,0.0,,,,,0.005596681003225967,
harris3d,torus,k,0.046415888336127774,0.0,0.0,,,,,0.005622549000690924,
harris3d,cone,k,0.1,0.0,0.0,,,,,0.005562565002037445,
harris3d,cube,k,0.1,0.0,0.0,,,,,0.005741296001360752,
harris3d,cuboid,k,0.1,0.0,0.0,,,,,0.005653915999573655,
harris3d,cylinder,k,0.1,0.0,0.0,,,,,0.005574173999775667,
harris3d,pyramid,k,0.1,0.0,0.0,,,,,0.005802910000056727,
harris3d,sphere,k,0.1,0.0,0.0,,,,,0.005736508999689249,
harris3d,torus,k,0.1,0.0,0.0,,,,,0.005604319001577096,
harris3d,cone,gradient_sigma,0.1,0.0,0.0,,,,,0.005053868000686634,
harris3d,cube,gradient_sigma,0.1,0.0,0.0,,,,,0.005185548001463758,
harris3d,cuboid,gradient_sigma,0.1,0.0,0.0,,,,,0.005288610998832155,
harris3d,cylinder,gradient_sigma,0.1,0.0,0.0,,,,,0.00529553700107499,
harris3d,pyramid,gradient_sigma,0.1,0.0,0.0,,,,,0.005263559000013629,
harris3d,sphere,gradient_sigma,0.1,0.0,0.0,,,,,0.005179335999855539,
harris3d,torus,gradient_sigma,0.1,0.0,0.0,,,,,0.005032379998738179,
harris3d,cone,gradient_sigma,0.2,1.0,0.015625,1.6877540084508644e-26,0.0,1.6877540084508644e-26,1.0,0.0055731559987179935,
harris3d,cube,gradient_sigma,0.2,8.0,0.125,1.4406578193938756e-27,0.0,1.4406578193938756e-27,1.0,0.0058204259985359386,
harris3d,cuboid,gradient_sigma,0.2,8.0,0.125,1.4406578193938756e-27,0.0,1.4406578193938756e-27,1.0,0.005958319001365453,
harris3d,cylinder,gradient_sigma,0.2,8.0,0.09375,4.079742760132728e-28,1.0761972206014595e-42,4.0797427601327385e-28,1.0,0.0073089360012090765,
