detector_name,shape_name,param_name,param_value,keypoint_count,spatial_coverage,response_mean,response_std,response_max,repeatability,runtime_s,error
sift_radii_pc,cone,num_octaves,1,1.0,0.015625,0.4550512731075287,0.0,0.4550512731075287,0.0,6.398434808001184,
sift_radii_pc,cube,num_octaves,1,1.0,0.015625,0.5506449341773987,0.0,0.5506449341773987,0.0,3.349487870000303,
sift_radii_pc,cuboid,num_octaves,1,11.0,0.171875,0.516149867664684,0.04401703630211518,0.5824961066246033,0.5454545454545454,3.4447333339994657,
sift_radii_pc,cylinder,num_octaves,1,0.0,0.0,,,,,3.7325400589979836,
sift_radii_pc,pyramid,num_octaves,1,2.0,0.03125,0.4656931757926941,0.0073205530643463135,0.4730137288570404,0.5,5.598981883998931,
sift_radii_pc,sphere,num_octaves,1,0.0,0.0,,,,,4.847094909997395,
sift_radii_pc,torus,num_octaves,1,12.0,0.1875,0.536615880827109,0.03837771042386533,0.5806774497032166,0.3333333333333333,5.057599888998084,
sift_radii_pc,cone,num_octaves,2,2.0,0.03125,0.45305798947811127,0.0019932836294174194,0.4550512731075287,1.0,8.039223795996804,
sift_radii_pc,cube,num_octaves,2,2.0,0.03125,0.5116456598043442,0.038999274373054504,0.5506449341773987,0.5,4.237836083997536,
sift_radii_pc,cuboid,num_octaves,2,17.0,0.1875,0.5035971929045284,0.04147884253966484,0.5824961066246033,0.5294117647058824,4.417515277000348,
sift_radii_pc,cylinder,num_octaves,2,0.0,0.0,,,,,4.863786469999468,
sift_radii_pc,pyramid,num_octaves,2,5.0,0.078125,0.46062342524528505,0.006498365010283272,0.4730137288570404,0.6,7.094777664002322,
sift_radii_pc,sphere,num_octaves,2,0.0,0.0,,,,,6.247433044001809,
sift_radii_pc,torus,num_octaves,2,22.0,0.234375,0.5150621655312452,0.03742813262654133,0.5806774497032166,0.36363636363636365,6.48049321399958,
sift_radii_pc,cone,num_octaves,3,2.0,0.03125,0.45305798947811127,0.0019932836294174194,0.4550512731075287,1.0,8.710817913000938,
sift_radii_pc,cube,num_octaves,3,6.0,0.09375,0.5285142511129379,0.06440068401091542,0.649084210395813,0.6666666666666666,4.571433837001678,
sift_radii_pc,cuboid,num_octaves,3,31.0,0.265625,0.5227956262327009,0.05987525862332569,0.6660154461860657,0.6451612903225806,5.204922523000278,
sift_radii_pc,cylinder,num_octaves,3,1.0,0.015625,0.45621711015701294,0.0,0.45621711015701294,0.0,5.3651969130005455,
sift_radii_pc,pyramid,num_octaves,3,9.0,0.109375,0.4641028609540727,0.010920324487771194,0.4882226884365082,0.8888888888888888,7.672414307999134,
sift_radii_pc,sphere,num_octaves,3,0.0,0.0,,,,,6.428019126000436,
sift_radii_pc,torus,num_octaves,3,26.0,0.28125,0.515867639046449,0.044238510322198846,0.637209951877594,0.46153846153846156,6.840361283997481,
sift_radii_pc,cone,num_octaves,4,7.0,0.09375,0.49925286003521513,0.06050750682448132,0.6372336745262146,0.5714285714285714,8.648990675999812,
sift_radii_pc,cube,num_octaves,4,20.0,0.234375,0.5208022385835648,0.05266000292582641,0.649084210395813,0.55,4.798764613999083,
sift_radii_pc,cuboid,num_octaves,4,51.0,0.390625,0.5298246706233305,0.053953066660528966,0.6660154461860657,0.6078431372549019,4.937331165001524,
sift_radii_pc,cylinder,num_octaves,4,13.0,0.1875,0.4963354789293729,0.03134109388911206,0.5429433584213257,0.7692307692307693,5.3556871469991165,
